date,HMF,wind_speed,SSN,polarity,HCS_tilt
2000-07-05,5.8,449.0,182,-1,68.65
2000-07-06,5.9,427.0,221,-1,68.02
2000-07-07,5.3,388.0,254,-1,67.4
2000-07-08,6.3,363.0,254,-1,66.78
2000-07-09,6.0,372.0,257,-1,66.15
2000-07-10,11.7,437.0,309,-1,65.53
2000-07-11,13.7,458.0,290,-1,64.91
2000-07-12,10.1,506.0,267,-1,64.28
2000-07-13,11.1,573.0,279,-1,63.66
2000-07-14,6.3,654.0,236,-1,63.04
2000-07-15,19.7,829.0,213,-1,62.41
2000-07-16,21.8,816.0,283,-1,61.79
2000-07-17,4.8,643.0,322,-1,61.17
2000-07-18,5.1,573.0,327,-1,60.54
2000-07-19,6.9,545.0,353,-1,59.92
2000-07-20,8.1,533.0,346,-1,59.3
2000-07-21,4.1,489.0,332,-1,58.67
2000-07-22,5.7,425.0,310,-1,58.05
2000-07-23,8.7,407.0,286,-1,57.43
2000-07-24,9.0,356.0,246,-1,56.8
2000-07-25,8.1,345.0,254,-1,56.72
2000-07-26,8.2,365.0,191,-1,56.74
2000-07-27,6.0,354.0,181,-1,56.76
2000-07-28,14.4,420.0,172,-1,56.78
2000-07-29,8.8,460.0,162,-1,56.81
2000-07-30,5.3,429.0,161,-1,56.83
2000-07-31,6.9,406.0,134,-1,56.85
2000-08-01,10.2,460.0,147,-1,56.87
2000-08-02,6.4,448.0,152,-1,56.89
2000-08-03,6.3,426.0,148,-1,56.92
2000-08-04,6.5,439.0,152,-1,56.94
2000-08-05,9.8,517.0,199,-1,56.96
2000-08-06,6.0,515.0,198,-1,56.98
2000-08-07,4.8,447.0,227,-1,57.0
2000-08-08,4.5,413.0,194,-1,57.03
2000-08-09,5.2,377.0,177,-1,57.05
2000-08-10,11.2,423.0,213,-1,57.07
2000-08-11,13.3,453.0,228,-1,57.09
2000-08-12,25.0,599.0,235,-1,57.11
2000-08-13,10.1,554.0,243,-1,57.14
2000-08-14,6.7,482.0,282,-1,57.16
2000-08-15,5.5,503.0,253,-1,57.18
2000-08-16,3.5,416.0,246,-1,57.2
2000-08-17,3.5,374.0,210,-1,57.22
2000-08-18,3.7,321.0,194,-1,57.25
2000-08-19,5.2,329.0,184,-1,57.27
2000-08-20,6.4,310.0,147,-1,57.29
2000-08-21,7.1,331.0,106,-1,57.43
2000-08-22,5.4,311.0,93,-1,57.65
2000-08-23,8.8,295.0,93,-1,57.87
2000-08-24,10.4,356.0,106,-1,58.1
2000-08-25,7.5,395.0,112,-1,58.32
2000-08-26,6.0,385.0,109,-1,58.54
2000-08-27,6.2,375.0,156,-1,58.77
2000-08-28,7.8,506.0,183,-1,58.99
2000-08-29,6.8,596.0,191,-1,59.22
2000-08-30,5.0,577.0,199,-1,59.44
2000-08-31,5.0,546.0,217,-1,59.66
2000-09-01,5.4,502.0,202,-1,59.89
2000-09-02,8.4,470.0,168,-1,60.11
2000-09-03,6.8,413.0,182,-1,60.33
2000-09-04,5.5,451.0,191,-1,60.56
2000-09-05,9.0,380.0,162,-1,60.78
2000-09-06,11.1,396.0,162,-1,61.0
2000-09-07,9.3,443.0,156,-1,61.23
2000-09-08,7.4,448.0,121,-1,61.45
2000-09-09,4.4,425.0,90,-1,61.68
2000-09-10,4.8,380.0,60,-1,61.9
2000-09-11,5.7,358.0,37,-1,62.12
2000-09-12,8.2,374.0,50,-1,62.35
2000-09-13,4.5,398.0,78,-1,62.57
2000-09-14,4.6,344.0,85,-1,62.79
2000-09-15,6.7,363.0,109,-1,63.02
2000-09-16,8.4,369.0,121,-1,63.24
2000-09-17,13.5,557.0,154,-1,63.26
2000-09-18,19.2,744.0,159,-1,62.76
2000-09-19,6.9,636.0,172,-1,62.27
2000-09-20,5.4,508.0,176,-1,61.77
2000-09-21,5.0,456.0,195,-1,61.28
2000-09-22,5.2,450.0,202,-1,60.78
2000-09-23,4.7,416.0,227,-1,60.29
2000-09-24,6.1,431.0,232,-1,59.79
2000-09-25,7.1,509.0,218,-1,59.3
2000-09-26,5.9,566.0,229,-1,58.8
2000-09-27,4.4,532.0,230,-1,58.31
2000-09-28,4.9,469.0,202,-1,57.81
2000-09-29,5.5,378.0,169,-1,57.32
2000-09-30,10.0,400.0,142,-1,56.82
2000-10-01,4.3,418.0,164,-1,56.33
2000-10-02,6.0,377.0,218,-1,55.83
2000-10-03,14.4,430.0,227,-1,55.34
2000-10-04,14.0,402.0,214,-1,54.84
2000-10-05,13.4,486.0,183,-1,54.34
2000-10-06,4.5,451.0,138,-1,53.85
2000-10-07,3.8,391.0,94,-1,53.35
2000-10-08,3.1,343.0,103,-1,52.86
2000-10-09,5.1,321.0,101,-1,52.36
2000-10-10,6.9,331.0,81,-1,51.87
2000-10-11,7.6,354.0,117,-1,51.37
2000-10-12,6.5,353.0,174,-1,50.88
2000-10-13,13.9,441.0,173,-1,50.38
2000-10-14,12.0,411.0,148,-1,49.9
2000-10-15,9.1,507.0,118,-1,49.71
2000-10-16,6.2,563.0,131,-1,49.52
2000-10-17,5.9,506.0,138,-1,49.34
2000-10-18,5.9,459.0,135,-1,49.15
2000-10-19,5.8,429.0,128,-1,48.96
2000-10-20,4.9,433.0,134,-1,48.77
2000-10-21,3.9,378.0,138,-1,48.59
2000-10-22,8.7,463.0,127,-1,48.4
2000-10-23,5.7,513.0,121,-1,48.21
2000-10-24,5.1,425.0,117,-1,48.03
2000-10-25,5.5,414.0,125,-1,47.84
2000-10-26,4.9,373.0,104,-1,47.65
2000-10-27,3.7,342.0,114,-1,47.47
2000-10-28,8.9,365.0,151,-1,47.28
2000-10-29,13.7,381.0,161,-1,47.09
2000-10-30,10.4,373.0,154,-1,46.91
2000-10-31,9.5,373.0,158,-1,46.72
2000-11-01,6.3,425.0,207,-1,46.53
2000-11-02,3.5,367.0,218,-1,46.35
2000-11-03,4.4,342.0,209,-1,46.16
2000-11-04,12.0,436.0,192,-1,45.97
2000-11-05,9.5,529.0,197,-1,45.78
2000-11-06,9.2,543.0,160,-1,45.6
2000-11-07,20.2,512.0,181,-1,45.41
2000-11-08,10.3,459.0,188,-1,45.22
2000-11-09,8.8,472.0,141,-1,45.04
2000-11-10,10.0,793.0,149,-1,44.85
2000-11-11,7.2,804.0,133,-1,45.05
2000-11-12,4.5,657.0,107,-1,45.4
2000-11-13,4.5,578.0,104,-1,45.75
2000-11-14,4.3,500.0,124,-1,46.1
2000-11-15,4.0,430.0,145,-1,46.45
2000-11-16,4.8,391.0,141,-1,46.8
2000-11-17,4.0,350.0,139,-1,47.14
2000-11-18,5.4,341.0,172,-1,47.49
2000-11-19,6.2,380.0,185,-1,47.84
2000-11-20,7.0,383.0,163,-1,48.19
2000-11-21,5.9,374.0,178,-1,48.54
2000-11-22,6.3,377.0,167,-1,48.89
2000-11-23,4.7,326.0,135,-1,49.23
2000-11-24,8.8,406.0,145,-1,49.58
2000-11-25,5.8,408.0,109,-1,49.93
2000-11-26,12.7,502.0,87,-1,50.28
2000-11-27,12.7,591.0,124,-1,50.63
2000-11-28,8.0,556.0,157,-1,50.98
2000-11-29,9.2,512.0,182,-1,51.32
2000-11-30,5.6,466.0,204,-1,51.67
2000-12-01,4.8,444.0,159,-1,52.02
2000-12-02,5.4,373.0,150,-1,52.37
2000-12-03,10.0,430.0,162,-1,52.72
2000-12-04,7.5,360.0,99,-1,53.07
2000-12-05,5.4,354.0,89,-1,53.41
2000-12-06,5.8,343.0,78,-1,53.76
2000-12-07,8.8,423.0,93,-1,54.11
2000-12-08,10.2,579.0,78,-1,54.27
2000-12-09,5.7,637.0,80,-1,54.19
2000-12-10,4.4,622.0,85,-1,54.12
2000-12-11,4.0,552.0,99,-1,54.05
2000-12-12,3.7,468.0,122,-1,53.97
2000-12-13,4.1,402.0,157,-1,53.9
2000-12-14,4.5,376.0,185,-1,53.83
2000-12-15,3.3,356.0,210,-1,53.75
2000-12-16,4.4,322.0,199,-1,53.68
2000-12-17,6.6,357.0,207,-1,53.61
2000-12-18,6.3,361.0,190,-1,53.53
2000-12-19,4.8,356.0,162,-1,53.46
2000-12-20,4.1,317.0,174,-1,53.39
2000-12-21,4.9,310.0,159,-1,53.31
2000-12-22,5.0,297.0,147,-1,53.24
2000-12-23,9.2,306.0,140,-1,53.17
2000-12-24,8.2,309.0,158,-1,53.09
2000-12-25,11.9,352.0,148,-1,53.02
2000-12-26,6.8,418.0,166,-1,52.95
2000-12-27,7.7,390.0,162,-1,52.87
2000-12-28,6.2,380.0,162,-1,52.8
2000-12-29,6.9,375.0,151,-1,52.73
2000-12-30,6.9,350.0,152,-1,52.65
2000-12-31,4.6,329.0,119,-1,52.58
2001-01-01,4.1,282.0,133,-1,52.51
2001-01-02,5.8,286.0,140,-1,52.43
2001-01-03,6.8,351.0,131,-1,52.36
2001-01-04,8.0,406.0,146,-1,52.08
2001-01-05,6.0,403.0,164,-1,50.88
2001-01-06,6.2,381.0,194,-1,49.68
2001-01-07,7.1,362.0,195,-1,48.48
2001-01-08,6.4,393.0,157,-1,47.28
2001-01-09,4.0,403.0,172,-1,46.08
2001-01-10,5.3,367.0,151,-1,44.88
2001-01-11,4.7,453.0,172,-1,43.68
2001-01-12,6.1,373.0,175,-1,42.48
2001-01-13,8.8,395.0,166,-1,41.28
2001-01-14,5.4,372.0,149,-1,40.08
2001-01-15,4.8,352.0,137,-1,38.89
2001-01-16,5.6,356.0,112,-1,37.69
2001-01-17,6.4,356.0,88,-1,36.49
2001-01-18,5.8,354.0,90,-1,35.29
2001-01-19,3.3,339.0,109,-1,34.09
2001-01-20,5.7,310.0,91,-1,32.89
2001-01-21,10.7,319.0,121,-1,31.69
2001-01-22,9.1,434.0,139,-1,30.49
2001-01-23,5.9,477.0,167,-1,29.29
2001-01-24,5.3,434.0,176,-1,28.09
2001-01-25,3.5,387.0,158,-1,26.89
2001-01-26,5.1,342.0,125,-1,25.7
2001-01-27,4.7,312.0,145,-1,24.5
2001-01-28,7.0,311.0,152,-1,23.3
2001-01-29,9.2,409.0,134,-1,22.1
2001-01-30,4.9,426.0,104,-1,20.9
2001-01-31,7.6,409.0,128,-1,19.7
2001-02-01,5.2,410.0,118,-1,19.57
2001-02-02,3.2,403.0,118,-1,19.54
2001-02-03,3.4,352.0,139,-1,19.5
2001-02-04,4.1,320.0,137,-1,19.47
2001-02-05,4.1,303.0,158,-1,19.44
2001-02-06,11.0,415.0,166,-1,19.4
2001-02-07,6.0,488.0,167,-1,19.37
2001-02-08,4.8,427.0,167,-1,19.34
2001-02-09,4.9,414.0,172,-1,19.31
2001-02-10,5.1,410.0,158,-1,19.27
2001-02-11,5.3,398.0,151,-1,19.24
2001-02-12,6.0,417.0,107,-1,19.21
2001-02-13,9.4,514.0,107,-1,19.17
2001-02-14,5.8,513.0,103,-1,19.14
2001-02-15,4.1,554.0,113,-1,19.11
2001-02-16,3.5,480.0,110,-1,19.07
2001-02-17,4.4,412.0,107,-1,19.04
2001-02-18,3.5,308.0,115,-1,19.01
2001-02-19,4.9,315.0,113,-1,18.98
2001-02-20,6.9,315.0,115,-1,18.94
2001-02-21,5.1,348.0,142,-1,18.91
2001-02-22,4.9,359.0,122,-1,18.88
2001-02-23,7.3,365.0,89,-1,18.84
2001-02-24,3.2,362.0,84,-1,18.81
2001-02-25,3.5,310.0,84,-1,18.78
2001-02-26,6.1,299.0,87,-1,18.74
2001-02-27,7.2,370.0,75,-1,18.71
2001-02-28,7.4,447.0,77,-1,18.51
2001-03-01,7.0,440.0,76,-1,18.22
2001-03-02,5.2,434.0,77,-1,17.93
2001-03-03,5.4,471.0,110,-1,17.64
2001-03-04,6.9,448.0,134,-1,17.36
2001-03-05,10.7,488.0,152,-1,17.07
2001-03-06,4.5,518.0,133,-1,16.78
2001-03-07,4.1,473.0,124,-1,16.49
2001-03-08,5.2,450.0,92,-1,16.2
2001-03-09,4.9,440.0,115,-1,15.91
2001-03-10,4.2,422.0,142,-1,15.62
2001-03-11,3.5,392.0,132,-1,15.33
2001-03-12,7.2,366.0,139,-1,15.04
2001-03-13,7.7,390.0,108,-1,14.75
2001-03-14,6.8,407.0,117,-1,14.46
2001-03-15,4.2,342.0,110,-1,14.17
2001-03-16,4.0,295.0,102,-1,13.88
2001-03-17,5.5,296.0,75,-1,13.59
2001-03-18,4.8,318.0,89,-1,13.3
2001-03-19,11.1,373.0,96,-1,13.01
2001-03-20,18.0,401.0,117,-1,12.72
2001-03-21,12.1,320.0,129,-1,12.43
2001-03-22,9.5,330.0,124,-1,12.14
2001-03-23,8.5,406.0,165,-1,11.86
2001-03-24,5.5,423.0,218,-1,11.57
2001-03-25,4.0,417.0,272,-1,11.28
2001-03-26,4.8,351.0,319,-1,10.99
2001-03-27,13.7,452.0,352,-1,11.18
2001-03-28,8.9,608.0,343,-1,12.24
2001-03-29,3.1,521.0,340,-1,13.31
2001-03-30,3.2,434.0,338,-1,14.38
2001-03-31,32.3,623.0,300,-1,15.45
2001-04-01,7.5,746.0,279,-1,16.51
2001-04-02,4.1,566.0,249,-1,17.58
2001-04-03,5.0,476.0,254,-1,18.65
2001-04-04,10.0,563.0,201,-1,19.71
2001-04-05,7.5,617.0,200,-1,20.78
2001-04-06,5.1,493.0,165,-1,21.85
2001-04-07,7.3,471.0,150,-1,22.92
2001-04-08,10.8,612.0,173,-1,23.98
2001-04-09,8.6,622.0,165,-1,25.05
2001-04-10,4.4,556.0,171,-1,26.12
2001-04-11,12.9,584.0,173,-1,27.18
2001-04-12,15.1,659.0,155,-1,28.25
2001-04-13,8.3,729.0,147,-1,29.32
2001-04-14,6.9,651.0,138,-1,30.39
2001-04-15,3.4,526.0,113,-1,31.45
2001-04-16,4.0,453.0,87,-1,32.52
2001-04-17,4.3,380.0,42,-1,33.59
2001-04-18,12.5,482.0,57,-1,34.65
2001-04-19,7.9,436.0,93,-1,35.72
2001-04-20,4.8,391.0,129,-1,36.79
2001-04-21,4.3,370.0,174,-1,37.85
2001-04-22,11.8,360.0,164,-1,38.92
2001-04-23,7.5,325.0,159,-1,39.93
2001-04-24,9.6,404.0,164,-1,40.31
2001-04-25,8.6,429.0,179,-1,40.69
2001-04-26,6.8,438.0,179,-1,41.08
2001-04-27,6.1,442.0,192,-1,41.46
2001-04-28,13.4,625.0,161,-1,41.84
2001-04-29,7.6,596.0,170,-1,42.22
2001-04-30,4.9,458.0,168,-1,42.6
2001-05-01,5.1,408.0,157,-1,42.98
2001-05-02,5.6,399.0,174,-1,43.36
2001-05-03,7.0,375.0,169,-1,43.75
2001-05-04,7.7,377.0,194,-1,44.13
2001-05-05,4.6,351.0,174,-1,44.51
2001-05-06,5.7,334.0,135,-1,44.89
2001-05-07,7.5,382.0,116,-1,45.27
2001-05-08,9.2,410.0,81,-1,45.65
2001-05-09,8.8,482.0,93,-1,46.03
2001-05-10,7.1,423.0,88,-1,46.41
2001-05-11,7.5,420.0,118,-1,46.8
2001-05-12,10.8,534.0,124,-1,47.18
2001-05-13,7.5,550.0,125,-1,47.56
2001-05-14,6.8,543.0,150,-1,47.94
2001-05-15,6.0,462.0,141,-1,48.32
2001-05-16,5.1,487.0,146,-1,48.7
2001-05-17,4.9,401.0,140,-1,49.08
2001-05-18,5.5,442.0,137,-1,49.47
2001-05-19,7.2,436.0,125,-1,49.85
2001-05-20,5.4,384.0,121,-1,50.23
2001-05-21,5.8,327.0,140,-1,50.2
2001-05-22,5.7,304.0,178,-1,50.07
2001-05-23,11.2,395.0,197,-1,49.94
2001-05-24,8.9,470.0,174,-1,49.81
2001-05-25,6.6,557.0,165,-1,49.68
2001-05-26,5.4,471.0,174,-1,49.55
2001-05-27,7.4,494.0,182,-1,49.43
2001-05-28,9.1,505.0,151,-1,49.3
2001-05-29,7.8,415.0,125,-1,49.17
2001-05-30,5.2,358.0,110,-1,49.04
2001-05-31,5.6,356.0,101,-1,48.91
2001-06-01,9.3,337.0,88,-1,48.78
2001-06-02,11.4,499.0,150,-1,48.66
2001-06-03,5.3,508.0,150,-1,48.53
2001-06-04,4.3,452.0,145,-1,48.4
2001-06-05,3.6,405.0,161,-1,48.27
2001-06-06,6.1,377.0,180,-1,48.14
2001-06-07,8.1,393.0,195,-1,48.01
2001-06-08,8.5,388.0,215,-1,47.89
2001-06-09,9.7,510.0,254,-1,47.76
2001-06-10,4.9,592.0,241,-1,47.63
2001-06-11,4.1,483.0,262,-1,47.5
2001-06-12,5.2,433.0,259,-1,47.37
2001-06-13,5.4,380.0,242,-1,47.24
2001-06-14,5.4,342.0,273,-1,47.12
2001-06-15,5.8,345.0,282,-1,46.99
2001-06-16,4.7,310.0,289,-1,46.86
2001-06-17,6.2,311.0,270,-1,46.85
2001-06-18,10.6,353.0,232,-1,46.95
2001-06-19,13.7,481.0,214,-1,47.04
2001-06-20,5.9,700.0,206,-1,47.14
2001-06-21,4.8,532.0,218,-1,47.23
2001-06-22,6.0,450.0,229,-1,47.33
2001-06-23,6.4,485.0,235,-1,47.42
2001-06-24,5.4,515.0,220,-1,47.52
2001-06-25,5.2,483.0,198,-1,47.61
2001-06-26,6.2,464.0,173,-1,47.71
2001-06-27,3.1,455.0,162,-1,47.81
2001-06-28,3.0,378.0,135,-1,47.9
2001-06-29,3.4,347.0,112,-1,48.0
2001-06-30,5.7,371.0,98,-1,48.09
2001-07-01,7.4,348.0,111,-1,48.19
2001-07-02,8.0,337.0,125,-1,48.28
2001-07-03,6.7,386.0,120,-1,48.38
2001-07-04,6.9,381.0,107,-1,48.47
2001-07-05,7.0,423.0,93,-1,48.57
2001-07-06,6.6,434.0,68,-1,48.66
2001-07-07,4.2,438.0,71,-1,48.76
2001-07-08,6.2,440.0,81,-1,48.85
2001-07-09,4.1,427.0,107,-1,48.95
2001-07-10,4.6,389.0,105,-1,49.04
2001-07-11,7.8,344.0,104,-1,49.14
2001-07-12,7.9,364.0,135,-1,49.24
2001-07-13,6.3,372.0,167,-1,49.33
2001-07-14,6.6,425.0,149,-1,49.27
2001-07-15,7.1,405.0,153,-1,48.78
2001-07-16,11.1,435.0,170,-1,48.29
2001-07-17,8.9,592.0,185,-1,47.81
2001-07-18,5.3,620.0,191,-1,47.32
2001-07-19,4.8,605.0,183,-1,46.83
2001-07-20,4.9,479.0,177,-1,46.34
2001-07-21,5.6,412.0,144,-1,45.86
2001-07-22,6.7,373.0,150,-1,45.37
2001-07-23,6.3,371.0,152,-1,44.88
2001-07-24,7.7,420.0,135,-1,44.39
2001-07-25,7.4,545.0,119,-1,43.91
2001-07-26,4.6,552.0,92,-1,43.42
2001-07-27,3.7,469.0,90,-1,42.93
2001-07-28,3.4,384.0,95,-1,42.45
2001-07-29,4.4,329.0,69,-1,41.96
2001-07-30,6.8,312.0,86,-1,41.47
2001-07-31,11.7,454.0,78,-1,40.98
2001-08-01,5.6,546.0,94,-1,40.5
2001-08-02,5.6,414.0,123,-1,40.01
2001-08-03,7.2,405.0,141,-1,39.52
2001-08-04,4.9,390.0,175,-1,39.03
2001-08-05,7.3,418.0,198,-1,38.55
2001-08-06,7.0,440.0,182,-1,38.06
2001-08-07,5.1,426.0,179,-1,37.57
2001-08-08,4.8,382.0,178,-1,37.08
2001-08-09,5.4,367.0,158,-1,36.6
2001-08-10,6.6,432.0,150,-1,36.11
2001-08-11,5.6,400.0,170,-1,35.86
2001-08-12,7.8,357.0,170,-1,35.61
2001-08-13,11.9,403.0,138,-1,35.36
2001-08-14,7.8,456.0,141,-1,35.11
2001-08-15,4.5,427.0,161,-1,34.86
2001-08-16,5.1,366.0,193,-1,34.61
2001-08-17,16.2,424.0,178,-1,34.36
2001-08-18,11.8,518.0,161,-1,34.11
2001-08-19,5.3,456.0,152,-1,33.86
2001-08-20,5.8,401.0,153,-1,33.61
2001-08-21,8.5,462.0,167,-1,33.36
2001-08-22,7.1,577.0,170,-1,33.11
2001-08-23,4.5,491.0,181,-1,32.86
2001-08-24,3.1,414.0,176,-1,32.61
2001-08-25,5.8,369.0,140,-1,32.36
2001-08-26,9.6,404.0,153,-1,32.12
2001-08-27,7.7,444.0,170,-1,31.87
2001-08-28,7.5,520.0,184,-1,31.62
2001-08-29,4.2,459.0,146,-1,31.37
2001-08-30,5.7,447.0,150,-1,31.12
2001-08-31,5.5,422.0,175,-1,30.87
2001-09-01,4.3,407.0,163,-1,30.62
2001-09-02,5.9,343.0,168,-1,30.37
2001-09-03,8.7,438.0,190,-1,30.12
2001-09-04,4.5,508.0,171,-1,29.87
2001-09-05,4.1,457.0,190,-1,29.62
2001-09-06,3.7,384.0,223,-1,29.37
2001-09-07,6.1,369.0,262,-1,29.26
2001-09-08,6.3,352.0,288,-1,29.19
2001-09-09,5.7,326.0,262,-1,29.13
2001-09-10,3.2,289.0,237,-1,29.07
2001-09-11,7.3,322.0,199,-1,29.01
2001-09-12,8.6,392.0,235,-1,28.94
2001-09-13,7.3,384.0,237,-1,28.88
2001-09-14,10.1,414.0,234,-1,28.82
2001-09-15,7.6,541.0,205,-1,28.76
2001-09-16,4.4,508.0,191,-1,28.69
2001-09-17,3.8,445.0,177,-1,28.63
2001-09-18,7.3,432.0,215,-1,28.57
2001-09-19,6.5,422.0,226,-1,28.51
2001-09-20,3.5,351.0,289,-1,28.45
2001-09-21,5.0,334.0,273,-1,28.38
2001-09-22,5.7,327.0,259,-1,28.32
2001-09-23,9.4,454.0,294,-1,28.26
2001-09-24,7.7,438.0,316,-1,28.2
2001-09-25,7.1,428.0,305,-1,28.13
2001-09-26,10.7,549.0,277,-1,28.07
2001-09-27,5.2,479.0,278,-1,28.01
2001-09-28,4.5,535.0,269,-1,27.95
2001-09-29,9.2,589.0,251,-1,27.88
2001-09-30,11.8,520.0,261,-1,27.82
2001-10-01,11.1,498.0,260,-1,27.76
2001-10-02,7.5,497.0,223,-1,27.7
2001-10-03,14.2,521.0,209,-1,27.64
2001-10-04,5.4,480.0,204,-1,27.75
2001-10-05,3.4,400.0,176,-1,28.1
2001-10-06,3.8,397.0,161,-1,28.44
2001-10-07,5.5,359.0,159,-1,28.78
2001-10-08,7.8,379.0,119,-1,29.13
2001-10-09,8.3,445.0,122,-1,29.47
2001-10-10,6.5,396.0,151,-1,29.82
2001-10-11,10.9,416.0,175,-1,30.16
2001-10-12,11.4,501.0,196,-1,30.51
2001-10-13,4.8,431.0,167,-1,30.85
2001-10-14,5.8,419.0,178,-1,31.19
2001-10-15,4.1,426.0,190,-1,31.54
2001-10-16,4.9,376.0,187,-1,31.88
2001-10-17,3.1,332.0,195,-1,32.23
2001-10-18,5.0,299.0,203,-1,32.57
2001-10-19,7.5,317.0,221,-1,32.92
2001-10-20,7.7,371.0,247,-1,33.26
2001-10-21,12.5,424.0,238,-1,33.61
2001-10-22,15.1,578.0,209,-1,33.95
2001-10-23,7.6,480.0,221,-1,34.29
2001-10-24,5.2,399.0,209,-1,34.64
2001-10-25,7.0,405.0,233,-1,34.98
2001-10-26,4.6,374.0,238,-1,35.33
2001-10-27,7.5,388.0,221,-1,35.67
2001-10-28,11.2,450.0,215,-1,36.02
2001-10-29,7.3,413.0,186,-1,36.36
2001-10-30,4.2,366.0,159,-1,36.71
2001-10-31,6.4,353.0,144,-1,37.03
2001-11-01,11.5,341.0,159,-1,37.21
2001-11-02,7.1,330.0,166,-1,37.4
2001-11-03,4.9,326.0,166,-1,37.59
2001-11-04,7.0,315.0,184,-1,37.78
2001-11-05,13.1,376.0,216,-1,37.96
2001-11-06,27.8,599.0,232,-1,38.15
2001-11-07,6.5,635.0,204,-1,38.34
2001-11-08,4.1,533.0,252,-1,38.52
2001-11-09,4.6,495.0,247,-1,38.71
2001-11-10,4.8,436.0,247,-1,38.9
2001-11-11,5.8,433.0,240,-1,39.08
2001-11-12,5.4,434.0,201,-1,39.27
2001-11-13,3.6,364.0,196,-1,39.46
2001-11-14,3.2,319.0,196,-1,39.65
2001-11-15,6.7,300.0,194,-1,39.83
2001-11-16,11.1,371.0,149,-1,40.02
2001-11-17,9.1,404.0,141,-1,40.21
2001-11-18,7.9,390.0,153,-1,40.39
2001-11-19,8.1,436.0,134,-1,40.58
2001-11-20,5.3,441.0,144,-1,40.77
2001-11-21,5.3,375.0,133,-1,40.95
2001-11-22,7.5,418.0,144,-1,41.14
2001-11-23,6.7,449.0,133,-1,41.33
2001-11-24,21.0,770.0,111,-1,41.52
2001-11-25,11.5,650.0,121,-1,41.7
2001-11-26,4.6,553.0,139,-1,41.89
2001-11-27,5.4,454.0,126,-1,42.08
2001-11-28,5.7,418.0,177,-1,41.97
2001-11-29,4.4,417.0,191,-1,41.81
2001-11-30,4.1,359.0,201,-1,41.66
2001-12-01,8.0,348.0,215,-1,41.5
2001-12-02,7.8,361.0,241,-1,41.35
2001-12-03,12.2,388.0,242,-1,41.2
2001-12-04,8.4,473.0,234,-1,41.04
2001-12-05,7.8,444.0,255,-1,40.89
2001-12-06,6.4,432.0,229,-1,40.73
2001-12-07,6.7,459.0,223,-1,40.58
2001-12-08,5.3,430.0,226,-1,40.43
2001-12-09,4.3,386.0,228,-1,40.27
2001-12-10,3.7,361.0,186,-1,40.12
2001-12-11,5.9,326.0,171,-1,39.96
2001-12-12,8.1,351.0,189,-1,39.81
2001-12-13,7.1,306.0,192,-1,39.66
2001-12-14,9.9,287.0,163,-1,39.5
2001-12-15,15.0,358.0,174,-1,39.35
2001-12-16,11.4,519.0,194,-1,39.19
2001-12-17,8.8,471.0,192,-1,39.04
2001-12-18,5.4,453.0,186,-1,38.89
2001-12-19,5.4,402.0,160,-1,38.73
2001-12-20,6.1,375.0,163,-1,38.58
2001-12-21,8.4,386.0,194,-1,38.42
2001-12-22,7.7,379.0,218,-1,38.27
2001-12-23,4.6,349.0,215,-1,38.11
2001-12-24,9.0,508.0,253,-1,37.96
2001-12-25,7.1,450.0,231,-1,37.96
2001-12-26,6.1,385.0,270,-1,38.05
2001-12-27,7.3,369.0,265,-1,38.15
2001-12-28,8.1,358.0,252,-1,38.24
2001-12-29,15.4,397.0,221,-1,38.34
2001-12-30,16.6,426.0,216,-1,38.43
2001-12-31,10.8,538.0,218,-1,38.53
2002-01-01,7.4,439.0,220,-1,38.62
2002-01-02,6.5,404.0,218,-1,38.72
2002-01-03,5.9,342.0,220,-1,38.82
2002-01-04,6.2,316.0,230,-1,38.91
2002-01-05,6.0,278.0,191,-1,39.01
2002-01-06,5.8,300.0,159,-1,39.1
2002-01-07,8.4,347.0,146,-1,39.2
2002-01-08,11.0,397.0,162,-1,39.29
2002-01-09,8.2,356.0,196,-1,39.39
2002-01-10,12.8,465.0,186,-1,39.48
2002-01-11,8.9,610.0,209,-1,39.58
2002-01-12,6.1,563.0,209,-1,39.67
2002-01-13,5.4,518.0,201,-1,39.77
2002-01-14,5.8,463.0,197,-1,39.86
2002-01-15,5.5,420.0,168,-1,39.96
2002-01-16,5.2,370.0,141,-1,40.06
2002-01-17,6.4,384.0,120,-1,40.15
2002-01-18,5.7,332.0,139,-1,40.25
2002-01-19,8.8,372.0,160,-1,40.34
2002-01-20,9.1,463.0,176,-1,40.44
2002-01-21,7.9,452.0,191,-1,40.61
2002-01-22,5.3,388.0,194,-1,40.94
2002-01-23,7.0,379.0,227,-1,41.28
2002-01-24,5.9,360.0,186,-1,41.61
2002-01-25,9.1,344.0,157,-1,41.95
2002-01-26,8.6,406.0,172,-1,42.28
2002-01-27,7.6,370.0,191,-1,42.61
2002-01-28,7.9,375.0,196,-1,42.95
2002-01-29,6.7,367.0,188,-1,43.28
2002-01-30,5.9,338.0,193,-1,43.61
2002-01-31,6.4,298.0,181,-1,43.95
2002-02-01,11.2,347.0,179,-1,44.28
2002-02-02,9.2,377.0,214,-1,44.62
2002-02-03,4.8,381.0,252,-1,44.95
2002-02-04,8.2,337.0,243,-1,45.28
2002-02-05,15.5,415.0,239,-1,45.62
2002-02-06,8.0,609.0,198,-1,45.95
