date,HMF,wind_speed,SSN,polarity,HCS_tilt,daily_OSF
2020-01-06,5.231747184889299,342.04758445332106,0.0,1.0,6.34299309843806,13.533489664235228
2020-01-07,4.646833757113402,364.1899745731959,0.0,1.0,6.395316624288659,5.713739257906738
2020-01-08,4.20822133430191,381.5583000363216,0.0,1.0,6.443766799854713,3.90992889364207
2020-01-09,4.067816926988766,376.8652379222677,0.0,1.0,6.499153650563024,5.414045620788024
2020-01-10,5.052972514832318,414.3945998304878,0.0,1.0,6.554540501271341,0.0017714377565041
2020-01-11,5.699152439762647,407.0096864027126,0.0,1.0,6.609927351979656,21.95203306241952
2020-01-12,4.685906284053856,430.96948783145433,0.0,1.0,6.665314202687972,5.112306481279705
2020-01-13,3.5014771764133075,443.14021067926177,0.0,1.0,6.72070105339631,-0.0005770171577498
2020-01-14,3.530439520523017,391.2307785446294,0.0,1.0,6.776087904104603,0.8994815416191274
2020-01-15,4.360370504903843,373.6175081729021,0.0,1.0,6.831474754812937,0.9030879501980016
2020-01-16,4.331383944787647,373.6143600920206,7.372321104247051,1.0,6.88071800460103,3.0066291675204315
2020-01-17,3.347536021310153,371.31262864753626,12.537474270492748,1.0,6.932248456229565,0.6016137255583692
2020-01-18,3.8975299673075767,352.4188158372797,14.842353795857813,1.0,6.987635306937867,0.0004023956667147
2020-01-19,5.875553941154821,345.66218670540604,18.91851313718273,1.0,7.043022157646193,0.90288879066163
2020-01-20,7.1681801670904886,368.4545344472699,23.534084029543703,1.0,7.098409008354524,0.9030239170613518
2020-01-21,7.908027606247861,402.2815110787827,27.68979295314104,1.0,7.153795859062821,0.0001888958234728
2020-01-22,7.247996125438858,501.2852645598748,29.38781934858932,1.0,7.20918270977116,0.0003017545365337
2020-01-23,5.231456592807915,525.2284780239736,26.38079670662269,1.0,7.263807967066227,6.01416547787269
2020-01-24,4.400653832183177,527.9978205593894,30.99636759898236,1.0,7.309963675989823,0.300354964019015
2020-01-25,4.676716309480638,441.2955563627334,31.0,1.0,7.365343261896128,0.9011395222444012
2020-01-26,4.7,404.4074343140883,29.308996246519328,1.0,7.42073011260442,-0.0004205759724318
2020-01-27,4.7,377.4787504540474,23.619687613511847,1.0,7.476116963312756,0.0023541106253851
2020-01-28,4.63082697663158,375.1503814021052,16.466158130526395,1.0,7.531503814021052,0.6022517311713191
2020-01-29,4.661484441215639,358.5546676353082,19.53359970940754,1.0,7.586890664729384,0.0010040809774281
2020-01-30,6.09869233563407,350.7657101343994,18.69633127497209,1.0,7.642277515437709,0.0013585861085201
2020-01-31,7.3,368.293255842106,16.844291076400772,1.0,7.697664366146012,-4.879292028356252e-05
2020-02-01,6.838975662913176,377.70044799612526,19.38418694757236,1.0,7.749209347378618,22.25171037513166
2020-02-02,5.331747184890018,364.4634943697801,22.76571013439593,1.0,7.79843806756264,0.6020982605108197
2020-02-03,3.807373774064597,356.1612786051594,27.61750817290269,1.0,7.853824918270973,3.4808918025118193e-05
2020-02-04,4.561411793195286,345.9876498365404,21.92529361908249,1.0,7.909211768979294,3.201814027420913e-07
2020-02-05,4.976643661460116,382.21903378132487,16.996367598981504,1.0,7.964598619687607,0.3009814436184745
2020-02-06,5.899757839932439,420.9898292771624,28.996851919121703,1.0,8.019985470395946,0.302545321334236
2020-02-07,4.515691972394079,442.2260564232908,26.23138394478816,1.0,8.075372321104236,0.0002770768262867
2020-02-08,5.668979295314358,430.46422084998017,15.848165637485137,1.0,8.130759171812574,0.0007022014638852
2020-02-09,6.284550187674118,498.7572345320377,14.769100375348236,1.0,8.178455018767412,0.0006464566804134
2020-02-10,5.292456713887939,481.9281995398979,12.923356338539884,1.0,8.231532873229202,0.0002447153221266
2020-02-11,4.55386850708316,441.0021794406081,13.845986196876304,1.0,8.286919723937526,3.6081021992900153
2020-02-12,4.776910037534687,429.23065746458303,14.461557089236162,1.0,8.34230657464583,5.412746468994388
2020-02-13,6.507688582152786,397.99951567986216,4.154013803124639,1.0,7.830768858215278,0.3005227773193675
2020-02-14,5.899927351979324,395.5401380312464,5.537958590626085,1.0,7.816153287322918,14.433648598901708
2020-02-15,4.8229930984376805,406.3053638454911,0.0,1.0,7.803844291076393,0.0030155731932427
2020-02-16,4.869608911489786,402.853977479099,0.0,1.0,7.787691003753483,-3.360460671470456e-06
2020-02-17,6.637958590628624,450.3861242281141,0.0,1.0,7.776919723937524,9.914429640938992e-05
2020-02-18,4.231117568713087,452.6781692698806,0.848407797555271,1.0,7.759228720184041,-1.5680150526570774e-05
2020-02-19,5.800072648020422,389.0247003269437,11.000242160068076,1.0,7.749995156798638,4.229495511517803e-05
2020-02-20,6.077006901562065,483.1823465311023,11.923356338540218,1.0,7.731532873229196,3.246920789408871e-05
2020-02-21,5.7614117931953945,581.572345320232,9.46058844896546,1.0,7.721535294829884,4.89500027673306e-05
2020-02-22,5.546083060903269,628.7833878193462,12.847923477418275,1.0,7.704608306090327,4.210075608415313
2020-02-23,5.7078096621867385,635.0560297856879,13.307301126044203,1.0,7.672292045041768,15.937480782887103
2020-02-24,5.984743915728381,631.1327945271812,10.536747790288244,1.0,7.616893086330045,0.0004028165618314
2020-02-25,6.2616781692700245,627.2095592686746,9.0,1.0,7.557664366145995,18.34311408678839
2020-02-26,6.538612422811413,623.2863240101716,9.462041409371375,1.0,7.502277515437718,3.388093055290455e-05
2020-02-27,5.852657706744259,623.6960891149047,10.770311175687038,1.0,7.446890664729389,1.8157424611592996e-05
2020-02-28,4.469173023368434,593.473786172646,11.383460467368678,1.0,7.39150381402106,0.0002684343529988
2020-02-29,4.191754449690979,489.1594624046151,10.0,1.0,7.333803123864854,0.3010550539509725
2020-03-01,3.7935464341938943,399.84550187674006,8.455018767400556,1.0,7.2707301126044035,5.76444208866261e-05
2020-03-02,5.345671388788132,403.11345199175577,0.853735319043649,1.0,7.215343261896125,0.0003422927911669
2020-03-03,4.700508536142367,452.00508536142365,11.00072648020338,1.0,7.159956411187797,6.969065911125917e-05
2020-03-04,5.346688461072867,458.46688461072864,11.923840658675523,1.0,7.104569560479468,0.6023753566843543
2020-03-05,5.4,456.459135488557,12.0,1.0,7.040713161399664,0.0003372344253691
2020-03-06,5.0149654921905205,496.04358881218593,2.759171812572476,1.0,6.983795859062862,0.0020970963643866
2020-03-07,5.288182588691018,485.40222787263,0.0,1.0,6.928409008354534,0.6018410293022337
2020-03-08,5.805126528635417,455.3087056544383,0.0,1.0,6.873022157646205,3.4008435893406874e-06
2020-03-09,6.322070468579817,425.2151834362464,0.0,1.0,6.812241191427523,-0.0002357741036036
2020-03-10,6.839014408524217,395.12166121805456,5.087783024582821,1.0,6.752248456229548,0.0007495141838304
2020-03-11,7.355958348468143,365.0281389998904,6.75796101223293,1.0,6.696861605521271,14.133322003991005
2020-03-12,7.422121322194131,355.8063930257838,3.396294950960621,1.0,6.641474754812943,0.3009308168768769
2020-03-13,6.336263470153782,373.2758203172298,12.159341324615545,1.0,6.586087904104613,0.3015450384769534
2020-03-14,5.280445574525278,349.60515800944273,16.15498244339525,1.0,6.529151228962332,12.32969250551979
2020-03-15,7.673519796584566,341.60951689066303,16.92190337813261,1.0,6.465314202687956,0.6021102440669033
2020-03-16,4.999878919966132,336.9818379949197,16.01816200508027,1.0,6.409927351979679,4.811153843775066
2020-03-17,4.907567502118917,323.13512531783755,29.864874682162466,1.0,6.35454050127135,0.0003691982429221
2020-03-18,6.594878314565943,348.27061387577214,30.15256084271703,1.0,6.299153650563022,0.0005429017829376
2020-03-19,6.977055333575511,416.1853735319192,26.147233321224444,1.0,6.236061266497142,2.705983163107741
2020-03-20,5.682031722968214,403.7849618597735,18.75699237195469,1.0,6.178379949146365,13.531831347916093
2020-03-21,5.186349436977797,402.6440247003203,17.233563385397105,1.0,6.122993098438087,0.6018129583877938
2020-03-22,5.315585421963896,421.5678653589992,16.920208257658615,1.0,6.067606247729758,0.0005228692078306
2020-03-23,5.4448214069499965,440.4917060176781,17.389030148928505,1.0,6.007589296525001,-0.0003137718470724
2020-03-24,5.574057391936097,459.41554667635705,22.088993824919825,1.0,5.946832546313101,26.463025237958853
2020-03-25,5.703293376922197,471.38152318682575,26.072284780238647,1.0,5.888353311538902,0.9028968681388292
2020-03-26,6.055587843564253,482.0823344230374,30.27351979657712,1.0,5.823735319045911,5.414787855088583
2020-03-27,6.728986560116392,530.8616055212415,53.95386850708051,1.0,5.760671994188167,1.5036552498832536
2020-03-28,5.674270492795682,574.7566291318543,68.58554304395143,1.0,5.704499334059811,0.3028645795436215
2020-03-29,4.200678048189936,524.8474391572645,52.0,1.0,5.63989829277151,0.000325396741384
2020-03-30,4.569923719578791,441.767163094772,52.0,1.0,5.584511442063182,0.6025269323908904
2020-03-31,3.667284174839895,363.7744278968647,41.82491827098067,1.0,5.5206453565807205,0.0008861561182331
2020-04-01,4.5794527182465865,403.43056060054846,30.74754812931497,1.0,5.456027364087671,0.001864042293657
2020-04-02,4.552924082818721,441.90701053396447,32.16491100617535,1.0,5.398350889938246,13.532967593542695
2020-04-03,5.054301973604785,450.7654679743306,33.382733987165295,1.0,5.33679137910157,0.0014894153184178
2020-04-04,6.032803002785256,448.9192396173863,24.89429713039732,1.0,5.277577188521589,2.1070026741426084
2020-04-05,7.011304031964827,447.0730112604437,24.025426807115807,1.0,5.21755539411553,0.0016518034203921
2020-04-06,7.989805061145299,445.2267829034994,25.97408887274634,1.0,5.15293740162248,0.6019437995655003
2020-04-07,8.968306090325772,443.3805545465552,16.7611090931103,1.0,5.091416636396654,0.0009799668427114
2020-04-08,8.489248092988259,443.629858336362,13.53432618961087,1.0,5.03370141663638,3.909241685880425
2020-04-09,5.232970093233521,446.19288049399927,10.12858699599952,1.0,4.970642934979998,13.2310042687103
2020-04-10,8.844206320378973,427.9164547766178,0.0,1.0,4.914465431650339,10.52507161001811
2020-04-11,4.700653832183044,392.0653832183044,0.0,1.0,4.84984743915729,8.119508740664559
2020-04-12,4.977588085724686,419.7588085724686,0.0,1.0,4.78522944666424,6.617354565664488
2020-04-13,5.509044678532659,410.122290834238,0.0,1.0,4.729095532146734,12.932063253527824
2020-04-14,5.445695604794686,404.1423901198671,0.0,1.0,4.66599346167814,0.0015457753955359
2020-04-15,5.052681922751067,379.38237074707257,0.0,1.0,4.608321830730128,0.0006432755111021
2020-04-16,5.270650199782004,385.6792589901901,0.0,1.0,4.5467574766921,-0.0001742944613085
2020-04-17,5.6081729022884295,390.2668361787132,0.0,1.0,4.48213948419905,0.0002812964440969
2020-04-18,5.792795737982859,380.4818258869085,0.0,1.0,4.422161278605143,0.0006957519806885
2020-04-19,5.977418573677288,370.69681559510377,4.645114420637271,1.0,4.362903499212949,0.0001089413425849
2020-04-20,6.162041409371546,360.911805303308,12.620414093715466,1.0,4.301387577188536,0.0001852712987992
2020-04-21,6.346664245065974,351.12679501150336,14.233321225329872,1.0,4.246000726480207,0.3015293667617779
2020-04-22,6.3592081365781885,343.31287080760404,16.72078944182214,1.0,4.19843564596198,0.0003452425781737
2020-04-23,5.727279331638644,345.1590991645483,26.47729749364492,1.0,4.189204504177259,14.434176113742568
2020-04-24,7.196004358880561,347.12519675507576,32.0,1.0,4.18,0.000374066016742
2020-04-25,5.811333091173621,390.51156314322657,32.0,1.0,4.18,0.0008589140964932
2020-04-26,4.766218670541289,379.5688339992745,34.546676353069216,1.0,4.171511078823103,-1.918184552839129e-05
2020-04-27,3.673592444605744,377.77200629616186,32.68398111151436,1.0,4.162279937038381,8.040813466241573e-05
2020-04-28,4.651216854341236,415.53650563023706,29.21951810146392,1.0,4.15304879525366,0.0003474903037145
2020-04-29,5.81823465310616,414.6894297130276,28.0,1.0,4.15,8.4196911882759
2020-04-30,6.957888364208435,428.3606974209854,26.917302336845093,1.0,4.144586511684225,0.0006494627499351
2020-05-01,7.112313839447927,434.9499939459998,29.251241070347152,1.0,4.135355369899504,0.0002451135732799
2020-05-02,6.143043952052175,407.0257900472174,28.73665092626088,1.0,4.13,0.9022133074159696
2020-05-03,5.173774064656419,379.1015861484349,21.68930863300612,1.0,4.126893086330061,12.629519837702237
2020-05-04,4.204504177261561,351.1773822496783,21.23380554546518,1.0,4.117661944545349,1.2201068905651605e-05
2020-05-05,3.823683254630765,333.96294950961817,20.90156193243876,1.0,4.108430802760627,3.847184581503501e-05
2020-05-06,6.332098316987434,372.1626104855284,14.91996609759054,1.0,4.1,1.2685907226911318e-05
2020-05-07,8.99433345441312,443.1951810146592,13.968519191184,1.0,4.099968519191184,-2.9625124424127067e-06
2020-05-08,7.332727933163268,500.4282600799319,4.737377406462599,1.0,4.090737377406462,-0.000399614007976
2020-05-09,5.50124712434824,465.07930742218366,0.6024942486964795,1.0,4.081506235621741,-9.57819977791826e-05
2020-05-10,4.8137546918514085,451.8200750696225,0.0,1.0,4.072275093837028,-3.1114100472687645e-05
2020-05-11,4.978241917907731,417.3065746458416,0.0,1.0,4.07,1.4245411931243216e-05
2020-05-12,4.481281026758532,387.53202566896334,0.0,1.0,4.063812810267585,7.113228746508628e-05
2020-05-13,4.85856641239905,380.1673326068544,0.0,1.0,4.054581668482864,0.0009975727826265
2020-05-14,6.150926262258861,380.1402106792604,0.0,1.0,4.05,0.0001377402590809
2020-05-15,6.65746155708935,378.2910461314928,1.9403075432852028,1.0,4.046119384913429,-0.0003245894404232
2020-05-16,6.08051519554426,378.9833817653469,3.4441215643540763,1.0,4.0368882431287085,-0.0004024443768874
2020-05-17,5.503568833999167,379.675717399201,0.9371594624053352,1.0,4.027657101343987,-2.2220958192927757e-05
2020-05-18,4.92662247245408,380.3680530330551,3.370383823706105,1.0,4.02,0.6011132130273783
2020-05-19,4.432207289017907,382.368809783261,0.0,1.0,4.019194817774552,0.0006485041025043
2020-05-20,4.801089720305072,398.0762804213551,0.0,1.0,4.00996367598983,0.0002433975132964
2020-05-21,5.0780239738467134,417.46167816927,0.0,1.0,4.00073253420511,5.538657247703327e-05
2020-05-22,3.6552367114659816,396.053759535048,0.0,1.0,3.991501392420388,0.0004837162125848
2020-05-23,3.2454050127133325,374.2215764620332,0.0,1.0,3.99,0.3013472114363178
2020-05-24,4.0353069378855615,364.1273761956676,0.0,1.0,3.983039108850954,-0.0004429744447238
2020-05-25,4.214239011986968,380.5760988013032,0.0,1.0,3.973807967066232,-0.0001921454303468
2020-05-26,3.774609516890651,399.0501271340359,0.0,1.0,3.964576825281511,-4.752648200227925e-05
2020-05-27,3.3138273398715783,401.7419784477526,0.0,1.0,3.96,0.0003049407713844
2020-05-28,3.423788190660995,386.21410985993975,0.0,1.0,3.956114541712068,0.9007618110853186
2020-05-29,4.19305000605374,358.2129797796439,0.0,1.0,3.9468833999273554,-0.0013216769236617
2020-05-30,4.962311821447193,330.21184969932216,0.0,1.0,3.94,0.0001149708612882
2020-05-31,5.284223271582437,307.3157767284176,0.0,1.0,3.938421116357912,0.0013156205646358
2020-06-01,3.891609153651316,311.59208136578945,0.0,1.0,3.929189974573191,15.636883306132436
2020-06-02,7.1860031480795925,341.0329337692245,0.0164668846122445,1.0,3.919958832788469,0.001743483705034
2020-06-03,4.047414941277194,348.41784719699484,3.708923598497418,1.0,3.910727691003757,1.2044364354448085
2020-06-04,5.075517617144742,327.7413730475876,0.5986196876140215,1.0,3.91,0.3014494856533056
2020-06-05,8.625874803245129,390.5174960649026,0.0,1.0,3.9022654074343137,0.302641023004671
2020-06-06,9.530342656495922,466.4224482383035,0.0,1.0,3.893034265649592,0.0008284626986766
2020-06-07,7.51699963675863,496.57718852161634,0.0,1.0,3.883803123864871,0.0004309716607881
2020-06-08,5.920038745611045,507.5992250877791,0.0,1.0,3.88,26.46066892412366
2020-06-09,5.367042014771819,531.7048068773418,0.0,1.0,3.875340840295437,1.80308622522086
2020-06-10,5.051371231383937,542.8577915001802,0.0,1.0,3.866109698510715,9.019730158079897
2020-06-11,4.93598195907492,521.1646083060849,3.433587601407057,1.0,3.856878556725993,0.5991776196947415
2020-06-12,4.8205926867659015,499.4714251119896,11.705775517618354,1.0,3.85,-0.0010949082630382
2020-06-13,4.705203414456989,477.77824191791393,14.633490737376354,1.0,3.848416273156559,0.3001821563278933
2020-06-14,4.608148686281623,456.8591839205728,18.89635549097851,1.0,3.8391851313718375,16.237818762029114
2020-06-15,4.690797917423264,443.650320862084,29.0,1.0,3.83,-0.0007928617441226
2020-06-16,2.844569560478983,373.4936432982013,29.0,1.0,3.83,0.3016021937590703
2020-06-17,4.827073495581621,381.6132703717224,29.0,1.0,3.821491706017673,0.3004418008729332
2020-06-18,5.2,407.2183073011183,19.71267707955269,1.0,3.812260564232961,0.3002347364607791
2020-06-19,4.921176897929567,395.87649836542187,30.24409734834556,1.0,3.803029422448239,1.2006833532145829
2020-06-20,3.9937764862573006,371.875529725146,37.86051580094469,1.0,3.806201719336482,-2.8083104028659756e-05
2020-06-21,3.5,362.5432861121204,37.3701416636389,1.0,3.826298583363611,0.0007486122112959
2020-06-22,4.106320377770261,365.7984017435551,30.86959680348241,1.0,3.8539920087177753,0.0003872746941528
2020-06-23,4.410485530936186,373.8689308632977,21.494369778425675,1.0,3.877790289381276,1.8051637894493848
2020-06-24,3.758316180328539,385.4078580941994,19.751543770431496,1.0,3.899378859426079,0.3007384414726394
2020-06-25,3.635234289865588,396.94678532510113,27.52851434798381,1.0,3.9247148565201617,9.921331218031543
2020-06-26,3.5121523994026345,408.485712556003,26.31771400896048,1.0,3.944765710134407,7.216590395482352
2020-06-27,3.48197118295237,417.0326916091431,26.85240343866682,1.0,3.971639423659048,5.716034347794067
2020-06-28,4.389829277152649,394.7864148202056,13.994914638576324,1.0,3.990152560842711,0.6032438544716062
2020-06-29,2.543600920208393,356.01561932437625,13.071800460104196,1.0,4.017845986196874,0.0012493191795115
2020-06-30,3.2513137183679537,341.0816079428486,17.256568591839766,1.0,4.045539411551038,0.0010387814063976
2020-07-01,5.258626952416254,366.1049763894037,20.32328369052032,1.0,4.065488557936802,10.526078541014543
2020-07-02,5.8,363.5368688703164,21.69754207531224,1.0,4.090926262259367,0.6012499344665894
2020-07-03,5.489671873108232,341.621624894061,17.0347499697317,1.0,4.112413125075671,1.2017886426029711
2020-07-04,6.333163821285783,337.5252451870681,6.387213948420545,1.0,4.13631311296767,0.5992711222922918
2020-07-05,8.320523065746757,448.9828066352141,0.0,1.0,4.159337692214557,6.915530685220573
2020-07-06,8.157004479960158,625.379828066394,0.0,1.0,4.181699963675999,-0.0012642817729814
2020-07-07,5.727787867780349,705.8160188884762,3.7573556120651217,1.0,4.209393389030163,2.706093752608292
2020-07-08,5.220075069621131,687.5845138636679,12.2362271461434,1.0,4.234724542922868,-0.0006309890140321
2020-07-09,4.7123622714614495,669.3530088388429,13.63736529846219,1.0,4.254780239738467,0.000634949414711
2020-07-10,4.204649473301777,651.1215038140184,17.164911006175355,1.0,4.281649110061754,-0.0006784958461996
2020-07-11,3.7072405860277775,632.9777212737607,18.988860636880343,1.0,4.300167090446795,0.3002320837350037
2020-07-12,4.907289018040444,629.2852645598756,17.14263227993778,1.0,4.327860515800934,0.3002671286826357
2020-07-13,5.085179803850326,552.3381765347065,16.14820196149674,1.0,4.347035960770065,-0.0008442579671111
2020-07-14,4.402579004722128,469.2579004722128,15.225087783024588,1.0,4.373247366509262,-0.0015605676518459
2020-07-15,7.759934616782489,470.638818258874,15.0,1.0,4.400940791863427,10.823465130738354
2020-07-16,6.877551761713205,538.387213948451,15.0,1.0,4.422422811478394,10.22384387980489
2020-07-17,4.964596198086537,560.9378859425962,15.0,1.0,4.446327642571755,0.6006092027275571
2020-07-18,4.459789320741063,514.9473301852657,14.065262138273754,1.0,4.469347378617263,0.3006618919060106
2020-07-19,4.534289865601159,448.447148565202,12.21903378132947,1.0,4.483904831093353,0.0018462445286726
2020-07-20,5.276316745368881,409.5087783024592,11.3135972878074,1.0,4.480592081365778,11.126030340391978
2020-07-21,6.082246640029033,414.05315413488177,11.763288533720448,1.0,4.450531541348818,2.1031868120859727
2020-07-22,6.013013076643686,410.3606974209966,9.2419179077406,1.0,4.415205230657474,-0.0006533019064829
2020-07-23,5.943779513258275,406.66824070710805,0.0,1.0,4.38751180530331,8.419749112384245
2020-07-24,5.874545949872865,402.97578399321947,0.0,1.0,4.359757839932195,0.6040855966639712
2020-07-25,5.805312386487455,399.2833272793309,0.0,1.0,4.32283327279331,0.0001625275597043
2020-07-26,7.163651773823064,468.887153408432,0.0,1.0,4.294431529240818,0.0001358398108174
2020-07-27,4.45349315897934,437.5777939218008,0.0,1.0,4.266738103886679,0.0005014467617676
2020-07-28,4.019106429349708,419.4119142753372,0.0,1.0,4.239044678532514,11.427078673016457
2020-07-29,4.1378375105945,399.59450296646,7.459498728659982,1.0,4.205135004237801,1.804416790569424
2020-07-30,3.391839205714722,363.9420026637517,11.455260927472864,1.0,4.1736578278241865,-0.0006628930586369
2020-07-31,3.174282600799421,334.11078823101377,5.853614239007959,1.0,4.145964402470022,0.0001393277090721
2020-08-01,4.186451144205858,319.6993582758237,0.0,1.0,4.114361302821177,9.020352474149009
2020-08-02,7.015897808450519,344.4081607942708,4.711224119140621,1.0,4.080577551761719,0.299762545840599
2020-08-03,10.872669814747502,423.9110061750833,15.237195786414857,1.0,4.052884126407554,-0.0009799739112564
2020-08-04,9.59877224845596,466.37425838480135,16.0,1.0,4.023587601404521,-1.970312711550832e-05
2020-08-05,8.324874682164388,508.8375105945204,16.166848286718277,1.0,3.987497275699226,-0.0006546325050831
2020-08-06,7.050977115873987,551.3007628042004,17.960770069017336,1.0,3.959803850345087,-0.0005674128083843
2020-08-07,5.777079549582451,593.7640150139183,12.42208499818457,1.0,3.932110424990923,-0.0004670968580869
2020-08-08,4.503181983290883,636.2272672236372,12.0,1.0,3.904416999636758,-0.0010452071360041
2020-08-09,5.618997457319651,589.4642208499671,12.0,1.0,3.8689647657101256,-0.0004149138307786
2020-08-10,6.0,607.5517617145119,12.0,1.0,3.83903014892843,-0.0003837327574507
2020-08-11,6.06221092141903,615.1567986439067,12.0,1.0,3.8113367235742905,-0.0005720240317219
2020-08-12,6.1545223392662445,675.8815837268307,12.0,1.0,3.778191064293502,-0.0004110158939138
2020-08-13,6.246833757113459,718.75989829277,12.0,1.0,3.745949872865962,-4.942576681323748e-05
2020-08-14,5.673677200629239,683.6872502724167,12.0,1.0,3.7182564475118,-0.0001039237121387
2020-08-15,5.046022520886748,623.834725753691,12.0,1.0,3.687417362876846,-4.134608636299615e-05
2020-08-16,5.467247850829774,573.5159220244531,12.0,1.0,3.652869596803496,-9.645571506767644e-05
2020-08-17,4.480397142511147,578.4327400411736,11.839205714977709,1.0,3.625176171449331,-0.0004617899699515
2020-08-18,4.872030512168519,523.5074464220805,11.0,1.0,3.6008390846349445,-0.0001032141932125
2020-08-19,4.564325786011134,468.5821528029874,10.922750938367429,1.0,3.61,4.509941114208221
2020-08-20,4.256621059853758,413.6568591838959,0.7684949751740202,1.0,3.61,0.3004122876283154
2020-08-21,3.9489163336966566,358.73156556485327,12.798764983650438,1.0,3.618532509989101,2.062225157091025e-05
2020-08-22,3.51181741130892,377.9491463857578,16.55273035476432,1.0,3.627763651773821,-0.0001895762045878
2020-08-23,4.449219033781461,355.9223876982648,16.300520644145692,1.0,3.636994793558543,4.297629909605546e-05
2020-08-24,4.9,356.0744642208553,14.132219397020672,1.0,3.64,2.7873321404339265e-05
2020-08-25,6.537123138395756,354.17726116962547,11.90858457440283,1.0,3.6454570771279857,-0.0002025148227477
2020-08-26,6.774827460952261,380.2239980627021,11.0,1.0,3.654688218912699,-0.0003505305112059
2020-08-27,8.086778060297416,463.6807119505917,6.688703232837638,1.0,3.66391936069742,0.3004587050533638
2020-08-28,9.611103039108064,535.8354522339275,0.0,1.0,3.67,-0.0003623733628968
2020-08-29,4.461980869354947,512.2294466642106,0.0,1.0,3.672381644266863,-0.0004009701844694
2020-08-30,4.929059208135572,417.80639302579226,0.0,1.0,3.6816127860515846,-0.0001333460119637
2020-08-31,3.080173144448265,425.5023005206347,0.0,1.0,3.6908439278362977,8.419318842406971
2020-09-01,3.95713161399681,463.811538927229,0.0,1.0,3.7,-0.0001495491869868
2020-09-02,4.834090083545331,502.12077733382233,0.0,1.0,3.7,-0.0002636369040514
2020-09-03,5.711048553093874,540.4300157404166,0.0,1.0,3.708537353190462,-0.0003875401052317
2020-09-04,6.588007022642398,578.7392541470101,0.0,1.0,3.717768494975184,-0.0009811683364972
2020-09-05,6.170032691609347,634.1976026153145,0.0,1.0,3.72,0.3009385834127981
2020-09-06,5.2146143600920745,619.7307180046038,0.0,1.0,3.726230778544618,-0.0001552210857139
2020-09-07,5.018476813173557,520.8945392904534,0.0,1.0,3.735461920329339,-0.0002024847386362
2020-09-08,6.654849255358739,530.6196876135612,0.0,1.0,3.744693062114061,-2.909744299864741e-05
2020-09-09,7.358191064294385,617.7469427291414,0.0,1.0,3.75,0.000248976866782
2020-09-10,5.836893086330105,641.878677806017,0.0,1.0,3.753155345683495,0.3022889439534211
2020-09-11,5.6284053759535135,677.1245913548864,0.0,1.0,3.762386487468216,0.0007963549840184
2020-09-12,5.351471122411874,653.941155103525,0.0,1.0,3.771617629252937,-0.0008480033699932
2020-09-13,5.110609637970738,659.2468821891093,0.0,1.0,3.78,4.811929707736813
2020-09-14,5.2259989102797535,607.5524881946702,0.0879041046183551,1.0,3.78007991282238,-6.514638310633218e-05
2020-09-15,5.341388182588667,555.858094200277,10.242160067802718,1.0,3.7893110546070936,2.4041117846862483
2020-09-16,5.4567774548976855,504.16370020583656,11.85421963918149,1.0,3.798542196391815,0.3005809925748868
2020-09-17,5.572166727206702,452.4693062113972,13.554667635307244,1.0,3.877733381765362,1.8041287007290248
2020-09-18,6.860806393026383,433.6959680348681,15.400895992251536,1.0,3.99105823949635,5.111473110428638
2020-09-19,5.591669693668534,424.14081607943234,22.235621745970576,1.0,4.111063082697617,3.0072476636170027
2020-09-20,5.37468216491072,419.4533236469308,26.5466763530692,1.0,4.225601162368304,0.0002027922715938
2020-09-21,6.334895265770676,452.8249182709773,27.0,1.0,4.341072769100376,0.9021166129476892
2020-09-22,5.853481050974361,500.0368083303104,26.21419057997301,1.0,4.461077612301755,5.414071602864323
2020-09-23,4.225971667271555,489.35052669812086,26.89611333091378,1.0,4.581082455503132,5.411468627543336
2020-09-24,3.3434798401741577,421.6520159825842,29.086935464344563,1.0,4.701087298704401,1.8037042042118747
2020-09-25,3.994696694514874,375.8377527545709,25.1092141905778,1.0,4.819469669451487,0.300998943381553
2020-09-26,5.078532509989115,378.7217580820928,35.743915728296365,1.0,4.931096985107158,2.4049175020788383
2020-09-27,5.927797554183472,418.9695362634776,32.94067078338662,1.0,5.051101828308534,8.116935059287385
2020-09-28,6.777062598377852,459.2173144448634,26.47887153408156,1.0,5.171106671509913,3.305896553790136
2020-09-29,7.626327642571454,499.4650926262124,29.41881583726719,1.0,5.291111514711183,9.018413814899834
2020-09-30,8.475592686765815,539.7128708075973,26.110909311055355,1.0,5.411116357912561,4.810202506466592
2020-10-01,9.32485773096019,579.9606489889829,7.476692093473112,1.0,5.53112120111394,6.91464893202617
2020-10-02,7.41583726843376,630.4427896839927,0.0,1.0,5.644885579367986,0.9013883149803807
2020-10-03,4.732098316986616,597.7367720062593,6.565928078464243,1.0,5.761130887516696,0.6006900267857367
2020-10-04,4.211357307179641,509.6752633491018,14.821649110059882,1.0,5.881135730717964,0.6008639826854871
2020-10-05,5.568761351252935,483.6363966581832,20.753723211041496,1.0,6.001140573919343,-0.0005145368389907
2020-10-06,6.410098074827437,547.38430802761,28.16503208620937,1.0,6.121145417120722,1.5026950269546049
2020-10-07,5.976038261290692,609.6453565806968,37.15655648383775,1.0,6.241150260322101,0.3004599328433381
2020-10-08,5.9,603.8819469669564,45.46458409008694,1.0,6.359527787867826,0.0002286179786937
